caseid,tercile,mw_index
1816533507,3,0.6076388888888888
1816541955,1,0.06388888888888888
1816529267,1,0.1290277777777778
1816555085,1,0.0975
1816556217,3,0.5625
1816555691,2,0.28125
1816555281,2,0.2901388888888889
1816558409,2,0.37
1816556051,2,0.15875
1816564929,2,0.14375
1816564889,3,0.42625
1816565523,1,0.11875
1816246209,3,0.90125
1816542201,1,0.13541666666666666
1816580149,1,0.05625
1816590781,3,0.5763888888888888
1816590055,1,0.08125
1816580861,1,0.05
1816588491,3,0.5383333333333333
1816590805,1,0.11944444444444444
1816590607,1,0.025
1816591275,2,0.18194444444444444
1816605851,2,0.1938888888888889
1816526941,1,0.045
1815088959,2,0.19041666666666668
1816616101,3,0.5240277777777778
1816619909,2,0.3620833333333333
1816531335,2,0.15222222222222223
1816618903,3,0.48125
1816631183,1,0.10666666666666666
1816386023,3,0.7604166666666666
1816631809,2,0.2768055555555555
1816632037,3,0.4076388888888889
1816631639,3,0.8305555555555555
1816642163,1,0.035
1816656157,1,0.056666666666666664
1816642731,3,0.5784722222222223
1816648485,2,0.3709722222222222
1816642205,1,0.025
1816657257,1,0.1349206349206349
1816657525,2,0.26944444444444443
1816668667,3,0.3875
1816668671,3,0.8141666666666667
1816668761,2,0.19930555555555557
1816668745,2,0.17152777777777778
1816669207,2,0.2548611111111111
1816669305,3,0.3934722222222222
1816280639,3,0.4990277777777778
1816684305,2,0.2777777777777778
1816684571,2,0.3548611111111111
1816597175,2,0.3173611111111111
1816684621,2,0.29583333333333334
1816684045,3,0.4098611111111111
1816684433,2,0.2881944444444444
1816684989,1,0.08125
1816684551,1,0.06388888888888888
1816674191,2,0.22125
1816684501,1,0.025
1816684741,1,0.05
1815587907,3,0.6668055555555555
1816696971,3,0.45
1816668467,2,0.3
1816696505,2,0.2768055555555555
1816708157,2,0.2997222222222222
1816668707,3,0.6180555555555556
1816684679,2,0.3
1816696945,3,0.85625
1816712315,1,0.0975
1816697145,1,0.08875
1816712349,3,0.6652777777777777
1816684509,1,0.05
1816713247,3,0.80375
1816713229,3,0.8734722222222222
1816697103,3,0.46875
1815633199,1,0.09166666666666667
1816724329,3,0.7068055555555556
1815719763,3,0.6201388888888889
1816333435,2,0.21944444444444444
1815666003,2,0.25
1816724747,3,0.9097222222222222
1816724665,1,0.05
1816725021,3,0.5173611111111112
1816721985,2,0.3204166666666667
1816724583,2,0.2261904761904762
1816724943,3,0.9444444444444444
1816724499,1,0.10833333333333334
1816725391,1,0.035
1816725457,1,0.075
1816725411,3,0.6583333333333333
1816735729,1,0.025
1816726017,1,0.04
1816740393,3,0.43680555555555556
1816740993,1,0.045
1816740865,1,0.10555555555555556
1816740329,3,0.9722222222222222
1816741119,2,0.36569444444444443
1816741011,2,0.16194444444444445
1816741997,2,0.3304166666666667
1816741771,1,0.05
1816741675,1,0.025
1816741397,3,0.5304166666666666
1816751681,2,0.3601388888888889
1816741631,1,0.027777777777777776
1816752311,2,0.30625
1816751655,3,0.7625
1816752109,3,0.6702777777777778
1816751893,3,0.637361111111111
1816751579,2,0.21319444444444444
1816753375,2,0.2718055555555555
1816752759,3,0.40375
1816752943,3,0.55125
1816753219,2,0.20555555555555555
1816751883,2,0.1552777777777778
1816741721,3,0.9483333333333334
1816753177,1,0.09513888888888888
1816752533,3,0.8680555555555556
1816753115,2,0.27569444444444446
1816741293,3,0.3833333333333333
1816753043,2,0.25416666666666665
1816753623,1,0.035
1816753401,1,0.10444444444444445
1816751627,1,0.07291666666666666
1816741875,2,0.15
1816752357,2,0.1875
1816753305,1,0.045
1816769295,3,0.8734722222222222
1816770299,3,0.4673611111111111
1816769265,1,0.07777777777777778
1816770287,3,0.9722222222222222
1816752523,3,0.45625
1816780941,3,0.53375
1816770615,3,0.6822222222222223
1816770169,2,0.18541666666666667
1816781901,3,0.7829166666666667
1816759911,2,0.19125
1816781645,3,0.7545833333333334
1816782605,2,0.15625
1816782107,3,0.8747222222222222
1816782555,1,0.05277777777777778
1816782789,1,0.03125
1816782457,3,0.73125
1816783437,3,0.4623611111111111
1816782781,2,0.14541666666666667
1816783037,1,0.035
1816783149,1,0.10444444444444445
1816783901,2,0.1726388888888889
1816783793,3,0.90125
1816781823,2,0.1923611111111111
1816783117,1,0.025
1816783911,1,0.05
1816783929,1,0.10555555555555556
1816783211,1,0.10902777777777778
1816801337,3,0.7152777777777778
1816801559,3,0.5125
1816801863,3,0.8819444444444444
1816801105,1,0.10444444444444445
1816801399,3,0.5358333333333334
1816801281,3,0.4708333333333333
1816783777,1,0.13402777777777777
1816802157,2,0.30347222222222225
1816801741,1,0.06388888888888888
1816783275,3,0.48125
1816802103,2,0.1875
1816802665,1,0.06388888888888888
1816802675,1,0.1111111111111111
1816783177,1,0.08513888888888889
1816811217,2,0.2895833333333333
1816812521,1,0.08055555555555555
1816807019,3,0.7659722222222223
1816811663,3,0.8473611111111111
1816530201,3,0.7
1816811583,2,0.19930555555555557
1816811267,3,0.47125
1816812515,3,0.7416666666666667
1816811637,1,0.09055555555555556
1816811443,2,0.15069444444444444
1816813199,2,0.27569444444444446
1816647693,1,0.08125
1816812755,3,0.5159722222222222
1816812105,3,0.48625
1816813151,2,0.18430555555555556
1816812623,2,0.17708333333333334
1816808991,3,0.4361111111111111
1816814099,1,0.05
1816813131,1,0.03888888888888889
1816808299,1,0.125
1816813773,3,0.8305555555555555
1816813049,3,0.8179166666666666
1816812639,1,0.09652777777777777
1816813209,3,0.48625
1816813451,2,0.23097222222222222
1816813055,1,0.025
1816811385,3,0.41875
1816528461,3,0.8159722222222222
1816813847,1,0.09166666666666667
1816814471,1,0.1125
1816813393,2,0.3045833333333333
1816813829,1,0.041666666666666664
1816814377,1,0.06388888888888888
1816815431,1,0.13152777777777777
1816386009,2,0.2513888888888889
1816822545,1,0.10902777777777778
1816815569,1,0.06666666666666667
1816815529,3,0.46041666666666664
1816831745,3,0.7551388888888889
1816831849,1,0.09166666666666667
1816832561,3,0.5541666666666667
1816831349,2,0.3372222222222222
1816832201,3,0.6613888888888889
1816832623,1,0.05
1816832219,1,0.08402777777777778
1816833949,2,0.2923611111111111
1816820839,2,0.1552777777777778
1816833755,1,0.09513888888888888
1816833863,1,0.0625
1815069957,1,0.125
1816832271,3,0.4951388888888889
1816833847,1,0.025
1816838185,1,0.025
1816833941,3,0.4986111111111111
1816833833,2,0.26875
1816836893,1,0.09666666666666666
1816833843,3,0.46347222222222223
1816833917,3,0.6693055555555556
1816837087,1,0.10902777777777778
1816833657,2,0.24444444444444444
1816835329,2,0.24444444444444444
1816845463,1,0.03888888888888889
1816831821,1,0.09625
1816844241,1,0.11944444444444445
1816839167,2,0.20124999999999998
1816845637,3,0.5159722222222222
1816813959,1,0.11944444444444444
1816675117,2,0.2375
1816844881,1,0.08166666666666667
1816790187,3,0.5888888888888889
1816831777,1,0.07666666666666666
1816825947,1,0.06388888888888888
1816835975,2,0.14722222222222223
1816845565,2,0.2529166666666667
1816845229,3,0.45
1816845183,3,0.6375
1816731579,1,0.08125
1816103091,2,0.315
1816845039,2,0.20902777777777778
1816845399,2,0.24097222222222223
1816845491,1,0.12222222222222222
1816845847,2,0.21666666666666667
1816846109,2,0.34375
1816815427,3,0.93125
1816846073,2,0.2923611111111111
1816845405,1,0.10833333333333334
1816412445,3,0.4875
1816845509,3,0.60625
1816845541,2,0.2548611111111111
1816846175,1,0.0625
1816845303,1,0.1113888888888889
1816846381,3,0.4951388888888889
1816846889,1,0.11833333333333333
1816835209,2,0.18472222222222223
1816846053,1,0.07777777777777778
1815753447,3,0.3909722222222222
1816846323,1,0.08125
1816847203,3,0.4534722222222222
1816847303,1,0.025
1816846293,1,0.10555555555555556
1816845083,2,0.16305555555555556
1816847001,1,0.05
1816526935,3,0.8541666666666666
1816548729,3,0.3909722222222222
1816848307,1,0.09791666666666667
1816846981,3,0.41333333333333333
1816847619,2,0.2611111111111111
1816848815,2,0.20555555555555555
1816848145,3,0.4083333333333333
1816295651,1,0.035
1816844999,3,0.5125
1816845403,1,0.08125
1816728939,3,0.60625
1816701171,2,0.2708333333333333
1816793431,1,0.10055555555555555
1816848657,3,0.9722222222222222
1816847695,2,0.27291666666666664
1816822459,3,0.5715277777777777
1816847647,3,0.9375
1816848761,2,0.16
1816864875,3,0.6518055555555555
1816548743,1,0.08402777777777778
1816851925,3,0.4036111111111111
1816822447,1,0.06388888888888888
1816574773,1,0.09277777777777778
1816865157,3,0.6869444444444445
1816865099,1,0.06277777777777778
1816857401,1,0.12527777777777777
1816848797,3,0.6552777777777777
1816847385,3,0.5090277777777777
1816425539,3,0.40875
1816487511,2,0.33125
1816865439,3,0.8743055555555556
1816851209,1,0.10555555555555556
1816484523,1,0.06277777777777778
1816822449,2,0.13680555555555557
1816867691,1,0.05625
1816865473,3,0.86625
1816867365,2,0.2225
1816865095,3,0.4861111111111111
1816854917,1,0.05
1816867751,3,0.5625
1816603339,3,0.5263888888888889
1816554961,2,0.13680555555555557
1816867323,1,0.06777777777777777
1816768275,2,0.14027777777777778
1816865589,1,0.025
1816866951,3,0.4326388888888889
1816845557,2,0.13680555555555557
1816867679,1,0.12291666666666667
1816867117,3,0.6856944444444445
1816867249,3,0.6012500000000001
1816879385,1,0.08166666666666667
1816869257,1,0.04
1816385523,1,0.11180555555555555
1816871733,1,0.0788
1816854977,2,0.3219444444444444
1816867673,1,0.12222222222222223
1816879383,3,0.435
1816867757,3,0.5580555555555555
1816847725,3,0.8595833333333334
1816858007,2,0.23388888888888887
1816867535,2,0.2808333333333333
1816867633,3,0.8318055555555556
1816878915,2,0.2594444444444444
1816881725,3,0.574861111111111
1816869115,1,0.047619047619047616
1816845671,1,0.04
1816881547,1,0.05388888888888889
1816879327,3,0.3829166666666667
1816869177,3,0.48125
1816845149,3,0.8734722222222222
1816446247,2,0.23208333333333334
1816879513,3,0.40875
1816881567,3,0.4013888888888889
1816883163,3,0.5794444444444444
1816881599,1,0.125
1816881913,3,0.71
1816869035,3,0.54375
1816847217,3,0.5711111111111111
1816880691,3,0.6118055555555555
1816842627,3,0.8861111111111111
1816879535,3,0.6970833333333333
1816880113,1,0.06777777777777777
1816879651,3,0.825
1816883303,2,0.15263888888888888
1816882069,2,0.16805555555555557
1816881813,1,0.04527777777777778
1816881973,1,0.10416666666666666
1816883239,1,0.025
1816885227,1,0.1125
1816881909,1,0.0875
1816881733,1,0.04888888888888889
1816883523,3,0.4534722222222222
1816885691,3,0.49375
1816083913,2,0.1375
1816881703,2,0.3770833333333333
1816885665,2,0.1840277777777778
1816884633,2,0.3736111111111111
1816883405,1,0.09166666666666667
1816882167,2,0.3223611111111111
1816885839,2,0.2923611111111111
1816881965,2,0.16694444444444445
1816702781,3,0.7030555555555555
1816465331,2,0.33125
1816885483,3,0.4361111111111111
1816869167,2,0.16875
1816900669,3,0.5711111111111111
1816885871,1,0.10902777777777778
1816885557,2,0.2798611111111111
1816648455,3,0.5125
1816846679,2,0.3472222222222222
1816385989,2,0.24722222222222223
1816885723,2,0.1688888888888889
1816885499,2,0.145
1816900921,3,0.6791666666666667
1815689455,2,0.2991666666666667
1816885765,2,0.3323611111111111
1816885529,2,0.14791666666666667
1816902113,3,0.9444444444444444
1816682035,2,0.2127777777777778
1816622701,2,0.29027777777777775
1816883759,1,0.09027777777777778
1816902467,1,0.025
1816883601,3,0.7554166666666666
1816885963,2,0.15763888888888888
1816902337,1,0.065
1816904169,3,0.4847222222222222
1816525097,2,0.22708333333333333
1816902277,3,0.7138888888888889
1816813613,3,0.41125
1816301817,2,0.3423611111111111
1816883679,3,0.54375
1816912011,2,0.3784722222222222
1816915775,3,0.4534722222222222
1816580491,1,0.028888888888888888
1816913855,1,0.05
1816885373,3,0.9672222222222222
1816913221,2,0.14291666666666666
1816915943,2,0.1701388888888889
1816885819,3,0.9375
1816885445,3,0.4186111111111111
1816915847,3,0.7134722222222223
1816902017,1,0.05
1816906819,3,0.9375
1816916021,1,0.07013888888888889
1816905881,3,0.80375
1816918281,2,0.19583333333333333
1816915833,3,0.6216666666666667
1816913037,1,0.1225
1816915903,3,0.5125
1816914739,1,0.0775
1816918083,2,0.2976388888888889
1816919211,2,0.36180555555555555
1816918245,3,0.90125
1816922113,3,0.6156944444444444
1816939003,3,0.46
1816918871,1,0.07777777777777778
1816940019,1,0.05
1816933477,2,0.3636111111111111
1816940007,1,0.04
1816941343,2,0.175
1816916191,1,0.05
1816934087,2,0.15
1816940097,2,0.2633333333333333
1816942769,3,0.5715277777777777
1816943149,3,0.9
1816943275,1,0.10444444444444445
1816943173,1,0.07777777777777778
1816943153,1,0.05
1816945491,2,0.2972222222222222
1816949593,3,0.6736111111111112
1816949673,1,0.07777777777777778
1816950057,1,0.06666666666666667
1816812557,3,0.5819444444444445
1816950887,1,0.1101388888888889
1816950753,3,0.6475
1816951543,3,0.575
1816949739,3,0.6861111111111111
1816952763,1,0.05
1816950337,2,0.27152777777777776
1816950087,1,0.09402777777777778
1816952829,3,0.54375
1816943211,2,0.2177777777777778
1816952811,1,0.035
1816950659,3,0.6180055555555556
1816949353,2,0.1502777777777778
1816967103,1,0.12291666666666667
1816953163,1,0.10555555555555556
1816968381,1,0.07166666666666666
1816968763,1,0.0625
1816968225,2,0.15625
1816951001,1,0.09375
1816968323,3,0.4575
1816865355,1,0.025
1816967905,1,0.09555555555555556
1816952769,3,0.71
1816968909,1,0.06625
1816968441,3,0.8975
1816969317,3,0.67625
1816969701,3,0.7659722222222222
1816975619,1,0.035
1816975979,1,0.10902777777777778
1816974863,2,0.13958333333333334
1816975579,1,0.07777777777777778
1816975853,2,0.26180555555555557
1816976217,2,0.3770833333333333
1816976607,1,0.09375
1816712501,3,0.8975
1816974923,3,0.48125
1816976049,3,0.4723611111111111
1816847229,1,0.08805555555555555
1816976479,2,0.2536111111111111
1816974791,2,0.23055555555555557
1816952747,3,0.4222222222222222
1816977589,1,0.08902777777777778
1816993261,3,0.8072222222222223
1816993151,1,0.05625
1816993113,2,0.2375
1816977291,1,0.11875
1816982109,2,0.1413888888888889
1815721489,2,0.15
1816993713,3,0.4504166666666667
1816993969,3,0.85625
1816983983,2,0.2594444444444444
1816994129,3,0.5368055555555555
1816977437,1,0.12291666666666667
1815724623,1,0.0975
1816994073,2,0.19583333333333333
1816999795,3,0.4498611111111111
1816999189,1,0.05
1816403993,1,0.025
1816994133,3,0.7347222222222223
1816997877,2,0.1865277777777778
1817000343,3,0.9625
1816977273,3,0.4513888888888889
1816999183,2,0.18888888888888888
1816994213,2,0.18430555555555556
1817000135,1,0.1125
1817001201,1,0.06388888888888888
1816999627,3,0.5872222222222222
1817000529,2,0.14375
1817001621,3,0.515
1817001503,1,0.025
1817000335,1,0.05555555555555555
1817004007,3,0.6027777777777777
1816974847,3,0.5125
1817004015,3,0.4625
1817000769,2,0.21825396825396826
1816976253,1,0.0625
1817001573,3,0.48125
1817016211,1,0.11291666666666667
1817001565,2,0.19041666666666668
1817017213,3,0.90125
1816999737,2,0.37722222222222224
1817012721,3,0.3873611111111111
1817017443,3,0.5422222222222223
1816854937,2,0.3045833333333333
1817017559,2,0.23402777777777778
1817018021,1,0.025
1817007645,3,0.6831944444444444
1817002051,2,0.36875
1817023965,3,0.8722222222222222
1817018635,1,0.07666666666666666
1817018081,2,0.33125
1817024485,3,0.49666666666666665
1817024109,1,0.05
1817018129,2,0.14027777777777778
1817024157,3,0.8194444444444444
1817023735,1,0.09722222222222221
1817018469,3,0.6275
1817025191,3,0.48819444444444443
1817024433,1,0.10055555555555555
1817026229,3,0.5225
1817025763,1,0.06875
1817026003,1,0.04888888888888889
1817017251,2,0.2222222222222222
1817026271,3,0.8636111111111111
1817024139,3,0.9305555555555556
1817018609,2,0.175
1817000897,3,0.5476388888888889
1817033255,1,0.056666666666666664
1817041513,2,0.16152777777777777
1817039985,3,0.48277777777777775
1817041709,2,0.325
1817041981,1,0.0788888888888889
1817041703,3,0.41875
1817026649,3,0.5641666666666667
1817041519,1,0.05
1817034669,2,0.16527777777777777
1817042403,1,0.05277777777777778
1817048859,2,0.3497222222222222
1817049337,3,0.6440277777777778
1817049403,3,0.7084722222222222
1817048979,2,0.20972222222222223
1817049275,1,0.07777777777777778
1817049771,2,0.1825
1817048897,1,0.05
1817049647,3,0.4361111111111111
1817050477,2,0.1638888888888889
1817049901,3,0.39444444444444443
1817050087,1,0.035
1817063097,1,0.0625
1817051391,2,0.20625
1817051533,1,0.025
1817066447,2,0.2861111111111111
1817066637,3,0.7520833333333333
1817066763,2,0.3090277777777778
1817066979,1,0.08791666666666667
1817067319,2,0.2569444444444444
1817066555,3,0.9583333333333334
1817067013,3,0.41875
1817066579,2,0.3597222222222222
1817067177,1,0.11944444444444444
1817067185,1,0.05
1817067197,3,0.6995833333333333
1817071939,3,0.9159722222222222
1817067763,1,0.10555555555555556
1817075533,1,0.07777777777777778
1817067887,1,0.05
1817075933,1,0.027777777777777776
1817075691,3,0.61125
1817075735,2,0.3775
1817067533,1,0.08125
1817068051,3,0.5452777777777778
1817075959,1,0.05
1817077159,2,0.13722222222222222
1817092153,2,0.3786111111111111
1817078849,3,0.8722222222222222
1817077337,2,0.1634722222222222
1817078927,1,0.04
1817077105,2,0.3423611111111111
1816942103,1,0.09375
1816881807,1,0.05388888888888889
1817077303,3,0.5025
1817093041,3,0.7119444444444445
1817093231,1,0.06625
1817093079,1,0.07277777777777777
1817075377,1,0.05
1817093545,3,0.4711111111111111
1817093683,3,0.43
1817093833,3,0.5222222222222223
1817093219,3,0.6375
1817092927,3,0.5711111111111111
1817094271,3,0.9583333333333334
1817097829,1,0.025
1817101787,1,0.03777777777777778
1817102219,1,0.10555555555555556
1817101607,2,0.19930555555555557
1817092349,1,0.10277777777777777
1817101905,1,0.05
1817102743,3,0.9375
1817103295,1,0.1075
1817103605,3,0.9
1817093101,1,0.03125
1817102513,3,0.575
1817102185,2,0.13680555555555557
1817110655,3,0.50875
1817102639,1,0.12263888888888888
1817086545,3,0.54375
1817117573,2,0.26180555555555557
1817117791,2,0.3284722222222222
1817102105,3,0.5452777777777778
1817117835,3,0.47430555555555554
1817117881,2,0.2768055555555555
1817117627,3,0.7381944444444444
1817117897,3,0.6930555555555555
1817117523,1,0.06527777777777777
1817118031,1,0.07777777777777778
1817118385,2,0.15
1817118077,3,0.7080555555555555
1817118481,3,0.6305555555555555
1817090535,1,0.075
1817117673,1,0.025
1817081275,2,0.3288888888888889
1817117735,1,0.06277777777777778
1817117577,2,0.21430555555555555
1817117787,2,0.3045833333333333
1817117715,3,0.9722222222222222
1817118189,3,0.5958333333333333
1817117699,3,0.9298611111111111
1817118267,1,0.06388888888888888
1817118367,2,0.2986611111111111
1817118211,3,0.9031944444444444
1817117723,1,0.05277777777777778
1817118049,1,0.025
1817118007,2,0.20902777777777778
1817118401,1,0.06666666666666667
1817118309,3,0.5506944444444445
1817117769,3,0.3875
1817118819,3,0.4251388888888889
1817117827,3,0.39444444444444443
1817118301,3,0.8697222222222222
1817118011,2,0.20041666666666666
1817118001,1,0.045
1817119043,2,0.29819444444444443
1817118811,1,0.03125
1817118753,3,0.44
1817119001,3,0.5854166666666667
1817118153,2,0.23055555555555557
1817119181,1,0.0788888888888889
1817118019,3,0.6174999999999999
1816507569,2,0.3045833333333333
1817118029,1,0.09166666666666667
1817118721,2,0.26805555555555555
1817117937,1,0.09166666666666667
1817118185,3,0.4330555555555555
1817089993,1,0.13194444444444445
1817118591,3,0.6077777777777778
1816845657,2,0.2909722222222222
1817117515,1,0.08666666666666667
1817118833,2,0.27569444444444446
1817119273,1,0.05
1817117591,3,0.7586111111111111
1817118253,3,0.5263888888888889
1817119281,2,0.14722222222222223
1817118933,3,0.6336111111111111
1816987651,2,0.2398611111111111
1817118215,2,0.2125
1817126055,3,0.9722222222222222
1817125925,1,0.04625
1815022617,2,0.25555555555555554
1817118389,3,0.6895833333333333
1817118509,1,0.11944444444444444
1817126199,1,0.05
1817118235,1,0.025
1817118871,3,0.745
1817125993,3,0.40875
1817117749,2,0.2225
1817126417,1,0.035
1817119227,3,0.6950000000000001
1817118991,2,0.20833333333333331
1817118167,1,0.05
1817126235,1,0.06388888888888888
1817118973,1,0.0801388888888889
1817119019,2,0.175
1817126403,1,0.10555555555555556
1817126329,2,0.21597222222222223
1817118915,1,0.11875
1817126301,1,0.025
1817126441,3,0.8836111111111111
1817126187,1,0.05277777777777778
1817119471,3,0.9236111111111112
1817123665,2,0.3090277777777778
1817117871,2,0.16527777777777777
1817126389,2,0.26944444444444443
1817125959,1,0.09513888888888888
1817126071,3,0.7441666666666666
1816704995,2,0.3632444444444444
1817126777,3,0.4951388888888889
1817126013,2,0.34625
1817119105,2,0.36944444444444446
1817126475,1,0.06666666666666667
1817126487,3,0.9159722222222222
1817126599,2,0.19583333333333333
1817119035,1,0.05625
1817126101,2,0.22125
1817127033,1,0.125
1817120413,3,0.3948611111111111
1817126891,1,0.09166666666666667
1817126211,3,0.61875
1817036735,1,0.07125000000000001
1817126473,1,0.10555555555555556
1817126757,2,0.18194444444444444
1817126275,3,0.7588888888888888
1817126429,1,0.06513888888888889
1817126995,3,0.8323611111111111
1816846741,3,0.8471722222222222
1817126499,1,0.07777777777777778
1817126415,2,0.21597222222222223
1817127279,1,0.025
1817119193,1,0.12527777777777777
1817126615,1,0.0875
1817124617,1,0.05
1814962115,1,0.09625
