layer1,layer2,layer3,p.adj,est,se
affpol,attitude.neutral:seed.pro:recsys.31.vs.attitude.neutral:seed.pro:recsys.22,affpol_comfort_w2,,0.0295672546402849,0.0309478197712176
affpol,attitude.neutral:seed.anti:recsys.31.vs.attitude.neutral:seed.anti:recsys.22,overall,,,
affpol,attitude.neutral:seed.anti:recsys.31.vs.attitude.neutral:seed.anti:recsys.22,affpol_ft_w2,,1.2141016780246,2.31372935196958
affpol,attitude.neutral:seed.anti:recsys.31.vs.attitude.neutral:seed.anti:recsys.22,affpol_smart_w2,,0.0346107692788032,0.0260965586096164
affpol,attitude.neutral:seed.anti:recsys.31.vs.attitude.neutral:seed.anti:recsys.22,affpol_comfort_w2,,-0.0175684814981713,0.0331110821015456
affpol,attitude.neutral:seed.pro:recsys.31.vs.attitude.neutral:seed.anti:recsys.31,overall,,,
affpol,attitude.neutral:seed.pro:recsys.31.vs.attitude.neutral:seed.anti:recsys.31,affpol_ft_w2,,-1.15569336448286,2.52188579445248
affpol,attitude.neutral:seed.pro:recsys.31.vs.attitude.neutral:seed.anti:recsys.31,affpol_smart_w2,,-0.0548624902604311,0.0302034245683779
affpol,attitude.neutral:seed.pro:recsys.31.vs.attitude.neutral:seed.anti:recsys.31,affpol_comfort_w2,,-0.00101802373817333,0.0344755269133469
affpol,attitude.neutral:seed.pro:recsys.22.vs.attitude.neutral:seed.anti:recsys.22,overall,,,
affpol,attitude.neutral:seed.pro:recsys.22.vs.attitude.neutral:seed.anti:recsys.22,affpol_ft_w2,,-1.5786534900888,2.07097312808246
affpol,attitude.neutral:seed.pro:recsys.22.vs.attitude.neutral:seed.anti:recsys.22,affpol_smart_w2,,0.0118801846688542,0.0242846053804222
affpol,attitude.neutral:seed.pro:recsys.22.vs.attitude.neutral:seed.anti:recsys.22,affpol_comfort_w2,,-0.0481537598766296,0.0290798463077256
